stock_code,data_type,rows,first_date,last_date,core_missing_rate,anomalies,grade,reasons
00371,weekly_kline,868,2010-01-08,2026-08-21,0.0,42,C,异常值 42 条（负价格 42）；核心缺失率 0.0% 或异常
00700,weekly_kline,868,2010-01-08,2026-08-21,0.0,0,A,
00788,weekly_kline,420,2018-08-10,2026-08-21,0.0,0,A,
01093,weekly_kline,868,2010-01-08,2026-08-21,0.0,94,C,异常值 94 条（负价格 93；零/负成交量 1）；核心缺失率 0.0% 或异常
01177,weekly_kline,868,2010-01-08,2026-08-21,0.0,53,C,异常值 53 条（负价格 53）；核心缺失率 0.0% 或异常
01951,weekly_kline,374,2019-06-28,2026-08-21,0.0,0,A,
02202,weekly_kline,633,2014-06-27,2026-08-21,0.0,0,A,
02602,weekly_kline,204,2022-09-30,2026-08-21,0.0,0,A,
02611,weekly_kline,485,2017-04-14,2026-08-21,0.0,0,A,
03033,weekly_kline,313,2020-08-28,2026-08-21,0.0,12,C,异常值 12 条（换手率越界 12）；核心缺失率 0.0% 或异常
03800,weekly_kline,838,2010-01-08,2026-08-21,0.0,0,A,
06060,weekly_kline,465,2017-09-29,2026-08-21,0.0,0,A,
00020,weekly_moneyflow,242,2021-12-31,2026-08-21,0.0,0,A,
00268,weekly_moneyflow,289,2021-02-05,2026-08-21,0.0,0,A,
00354,weekly_moneyflow,289,2021-02-05,2026-08-21,0.0,0,A,
00357,weekly_moneyflow,287,2021-02-05,2026-08-21,0.0,0,A,
00371,weekly_moneyflow,290,2021-02-05,2026-08-21,0.0,0,A,
00700,weekly_moneyflow,290,2021-02-05,2026-08-21,0.0,0,A,
00788,weekly_moneyflow,288,2021-02-05,2026-08-21,0.0,0,A,
01093,weekly_moneyflow,289,2021-02-05,2026-08-21,0.0,0,A,
01177,weekly_moneyflow,289,2021-02-05,2026-08-21,0.0,0,A,
01951,weekly_moneyflow,289,2021-02-05,2026-08-21,0.0,0,A,
02202,weekly_moneyflow,289,2021-02-05,2026-08-21,0.0,0,A,
02602,weekly_moneyflow,53,2025-08-22,2026-08-21,0.0,0,A,
02611,weekly_moneyflow,286,2021-02-05,2026-08-21,0.0,0,A,
03033,weekly_moneyflow,279,2021-04-23,2026-08-21,0.0,0,A,
03800,weekly_moneyflow,259,2021-02-05,2026-08-21,0.0,0,A,
06060,weekly_moneyflow,289,2021-02-05,2026-08-21,0.0,0,A,
00020,monthly_kline,56,2021-12-31,2026-07-31,0.0,0,A,
00268,monthly_kline,199,2010-01-31,2026-07-31,0.0,0,A,
00354,monthly_kline,199,2010-01-31,2026-07-31,0.0,0,A,
00357,monthly_kline,199,2010-01-31,2026-07-31,0.0,1,C,异常值 1 条（换手率越界 1）；核心缺失率 0.0% 或异常
00371,monthly_kline,199,2010-01-31,2026-07-31,0.0,9,C,异常值 9 条（负价格 9）；核心缺失率 0.0% 或异常
00700,monthly_kline,199,2010-01-31,2026-07-31,0.0,0,A,
00788,monthly_kline,96,2018-08-31,2026-07-31,0.0,0,A,
01093,monthly_kline,199,2010-01-31,2026-07-31,0.0,22,C,异常值 22 条（负价格 22）；核心缺失率 0.0% 或异常
01177,monthly_kline,199,2010-01-31,2026-07-31,0.0,13,C,异常值 13 条（负价格 13）；核心缺失率 0.0% 或异常
01951,monthly_kline,86,2019-06-30,2026-07-31,0.0,1,C,异常值 1 条（换手率越界 1）；核心缺失率 0.0% 或异常
02202,monthly_kline,146,2014-06-30,2026-07-31,0.0,2,C,异常值 2 条（换手率越界 2）；核心缺失率 0.0% 或异常
02602,monthly_kline,47,2022-09-30,2026-07-31,0.0,0,A,
02611,monthly_kline,112,2017-04-30,2026-07-31,0.0,0,A,
03033,monthly_kline,72,2020-08-31,2026-07-31,0.0,56,C,异常值 56 条（换手率越界 56）；核心缺失率 0.0% 或异常
03800,monthly_kline,192,2010-01-31,2026-07-31,0.0,2,C,异常值 2 条（换手率越界 2）；核心缺失率 0.0% 或异常
06060,monthly_kline,107,2017-09-30,2026-07-31,0.0,1,C,异常值 1 条（换手率越界 1）；核心缺失率 0.0% 或异常
00020,monthly_moneyflow,59,2021-12-01,2026-08-21,0.0,0,A,
00268,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
00354,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
00357,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
00371,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
00700,monthly_moneyflow,68,2021-02-26,2026-08-21,0.0,0,A,
00788,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
01093,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
01177,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
01951,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
02202,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
02602,monthly_moneyflow,12,2025-08-29,2026-07-31,0.0,0,A,
02611,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
03033,monthly_moneyflow,67,2021-04-01,2026-08-21,0.0,0,A,
03800,monthly_moneyflow,62,2021-02-01,2026-08-21,0.0,0,A,
06060,monthly_moneyflow,69,2021-02-01,2026-08-21,0.0,0,A,
00020,quarterly_kline,19,2021-12-31,2026-06-30,0.0,4,C,异常值 4 条（换手率越界 4）；核心缺失率 0.0% 或异常
00268,quarterly_kline,66,2010-03-31,2026-06-30,0.0,3,C,异常值 3 条（换手率越界 3）；核心缺失率 0.0% 或异常
00354,quarterly_kline,66,2010-03-31,2026-06-30,0.0,4,C,异常值 4 条（换手率越界 4）；核心缺失率 0.0% 或异常
00357,quarterly_kline,66,2010-03-31,2026-06-30,0.0,1,C,异常值 1 条（换手率越界 1）；核心缺失率 0.0% 或异常
00371,quarterly_kline,66,2010-03-31,2026-06-30,0.0,3,C,异常值 3 条（负价格 3）；核心缺失率 0.0% 或异常
00700,quarterly_kline,66,2010-03-31,2026-06-30,0.0,0,A,
00788,quarterly_kline,32,2018-09-30,2026-06-30,0.0,0,A,
01093,quarterly_kline,66,2010-03-31,2026-06-30,0.0,8,C,异常值 8 条（负价格 7；换手率越界 1）；核心缺失率 0.0% 或异常
01177,quarterly_kline,66,2010-03-31,2026-06-30,0.0,3,C,异常值 3 条（负价格 3）；核心缺失率 0.0% 或异常
01951,quarterly_kline,29,2019-06-30,2026-06-30,0.0,3,C,异常值 3 条（换手率越界 3）；核心缺失率 0.0% 或异常
02202,quarterly_kline,49,2014-06-30,2026-06-30,0.0,7,C,异常值 7 条（换手率越界 7）；核心缺失率 0.0% 或异常
02602,quarterly_kline,16,2022-09-30,2026-06-30,0.0,0,A,
02611,quarterly_kline,37,2017-06-30,2026-06-30,0.0,0,A,
03033,quarterly_kline,24,2020-09-30,2026-06-30,0.0,23,C,异常值 23 条（换手率越界 23）；核心缺失率 0.0% 或异常
03800,quarterly_kline,64,2010-03-31,2026-06-30,0.0,5,C,异常值 5 条（换手率越界 5）；核心缺失率 0.0% 或异常
06060,quarterly_kline,36,2017-09-30,2026-06-30,0.0,3,C,异常值 3 条（换手率越界 3）；核心缺失率 0.0% 或异常
00020,quarterly_moneyflow,20,2021-12-31,2026-08-21,0.0,0,A,
00268,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
00354,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
00357,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
00371,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
00700,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
00788,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
01093,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
01177,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
01951,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
02202,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
02602,quarterly_moneyflow,5,2025-09-30,2026-08-21,0.0,0,A,
02611,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
03033,quarterly_moneyflow,22,2021-06-30,2026-08-21,0.0,0,A,
03800,quarterly_moneyflow,21,2021-03-31,2026-08-21,0.0,0,A,
06060,quarterly_moneyflow,23,2021-03-31,2026-08-21,0.0,0,A,
IDX,idx_hist,2867,2015-01-02,2026-08-28,0.0,0,B,轻微缺失（核心 0.0% / 辅助 13.6%）
00020,institutional_holdings,19,2021/Q4,2026/Q2,0.0,0,A,
00268,institutional_holdings,90,2004/Q1,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 8.9%）
00354,institutional_holdings,87,2004/Q4,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 8.0%）
00357,institutional_holdings,90,2004/Q1,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 9.3%）
00371,institutional_holdings,82,2006/Q1,2026/Q2,0.0,0,A,
00700,institutional_holdings,89,2004/Q2,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 8.6%）
00788,institutional_holdings,33,2018/Q2,2026/Q2,0.0,0,A,
01093,institutional_holdings,90,2004/Q1,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 8.9%）
01177,institutional_holdings,86,2004/Q4,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 7.8%）
01951,institutional_holdings,32,2015/Q4,2026/Q2,0.0,0,A,
02202,institutional_holdings,90,2004/Q1,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 15.6%）
02602,institutional_holdings,16,2022/Q3,2026/Q2,0.0,0,A,
02611,institutional_holdings,45,2015/Q2,2026/Q2,0.0,0,B,轻微缺失（核心 0.0% / 辅助 6.7%）
03800,institutional_holdings,75,2007/Q4,2026/Q2,0.0,0,A,
06060,institutional_holdings,36,2017/Q3,2026/Q2,0.0,0,A,
