stock_code,data_type,rows,first_date,last_date,actual_periods,expected_periods,note
01093,daily_moneyflow,1361,2021-02-03,2026-08-27,1361.0,,
01093,institutional_holdings,90,,,,,
01093,monthly_kline,199,2010-01-31,2026-07-31,199.0,199.0,周期完整度 199/199
01093,monthly_moneyflow,69,2021-02-01,2026-08-21,69.0,,
01093,quarterly_kline,66,2010-03-31,2026-06-30,66.0,66.0,周期完整度 66/66
01093,quarterly_moneyflow,23,2021-03-31,2026-08-21,23.0,,
01093,weekly_kline,868,2010-01-08,2026-08-21,868.0,868.0,周期完整度 868/868
01093,weekly_moneyflow,289,2021-02-05,2026-08-21,289.0,,
01177,daily_kline,4094,2010-01-04,2026-08-27,4094.0,4097.0,周期完整度 4094/4097
01177,daily_moneyflow,1361,2021-02-03,2026-08-27,1361.0,,
01177,institutional_holdings,86,,,,,
01177,monthly_kline,199,2010-01-31,2026-07-31,199.0,199.0,周期完整度 199/199
01177,monthly_moneyflow,69,2021-02-01,2026-08-21,69.0,,
01177,quarterly_kline,66,2010-03-31,2026-06-30,66.0,66.0,周期完整度 66/66
01177,quarterly_moneyflow,23,2021-03-31,2026-08-21,23.0,,
01177,weekly_kline,868,2010-01-08,2026-08-21,868.0,868.0,周期完整度 868/868
01177,weekly_moneyflow,289,2021-02-05,2026-08-21,289.0,,
01951,daily_kline,1767,2019-06-25,2026-08-27,1767.0,1767.0,周期完整度 1767/1767
01951,daily_moneyflow,1361,2021-02-03,2026-08-27,1361.0,,
01951,institutional_holdings,32,,,,,
01951,monthly_kline,86,2019-06-30,2026-07-31,86.0,86.0,周期完整度 86/86
01951,monthly_moneyflow,69,2021-02-01,2026-08-21,69.0,,
01951,quarterly_kline,29,2019-06-30,2026-06-30,29.0,29.0,周期完整度 29/29
01951,quarterly_moneyflow,23,2021-03-31,2026-08-21,23.0,,
01951,weekly_kline,374,2019-06-28,2026-08-21,374.0,374.0,周期完整度 374/374
01951,weekly_moneyflow,289,2021-02-05,2026-08-21,289.0,,
02202,daily_kline,2985,2014-06-25,2026-08-27,2985.0,2996.0,周期完整度 2985/2996
02202,daily_moneyflow,1360,2021-02-03,2026-08-27,1360.0,,
02202,institutional_holdings,90,,,,,
02202,monthly_kline,146,2014-06-30,2026-07-31,146.0,146.0,周期完整度 146/146
02202,monthly_moneyflow,69,2021-02-01,2026-08-21,69.0,,
02202,quarterly_kline,49,2014-06-30,2026-06-30,49.0,49.0,周期完整度 49/49
02202,quarterly_moneyflow,23,2021-03-31,2026-08-21,23.0,,
02202,weekly_kline,633,2014-06-27,2026-08-21,633.0,635.0,周期完整度 633/635
02202,weekly_moneyflow,289,2021-02-05,2026-08-21,289.0,,
02602,daily_kline,959,2022-09-29,2026-08-27,959.0,959.0,周期完整度 959/959
02602,daily_moneyflow,250,2025-08-21,2026-08-27,250.0,,
02602,institutional_holdings,16,,,,,
02602,monthly_kline,47,2022-09-30,2026-07-31,47.0,47.0,周期完整度 47/47
02602,monthly_moneyflow,12,2025-08-29,2026-07-31,12.0,,
02602,quarterly_kline,16,2022-09-30,2026-06-30,16.0,16.0,周期完整度 16/16
02602,quarterly_moneyflow,5,2025-09-30,2026-08-21,5.0,,
02602,weekly_kline,204,2022-09-30,2026-08-21,204.0,204.0,周期完整度 204/204
02602,weekly_moneyflow,53,2025-08-22,2026-08-21,53.0,,
02611,daily_kline,2286,2017-04-11,2026-08-27,2286.0,2307.0,周期完整度 2286/2307
02611,daily_moneyflow,1343,2021-02-03,2026-08-27,1343.0,,
02611,institutional_holdings,45,,,,,
02611,monthly_kline,112,2017-04-30,2026-07-31,112.0,112.0,周期完整度 112/112
02611,monthly_moneyflow,69,2021-02-01,2026-08-21,69.0,,
02611,quarterly_kline,37,2017-06-30,2026-06-30,37.0,37.0,周期完整度 37/37
02611,quarterly_moneyflow,23,2021-03-31,2026-08-21,23.0,,
02611,weekly_kline,485,2017-04-14,2026-08-21,485.0,489.0,周期完整度 485/489
02611,weekly_moneyflow,286,2021-02-05,2026-08-21,286.0,,
03033,daily_kline,1473,2020-08-28,2026-08-27,1473.0,1473.0,周期完整度 1473/1473
03033,daily_moneyflow,1317,2021-04-19,2026-08-27,1317.0,,
03033,institutional_holdings,0,,,0.0,0.0,无数据
03033,monthly_kline,72,2020-08-31,2026-07-31,72.0,72.0,周期完整度 72/72
03033,monthly_moneyflow,67,2021-04-01,2026-08-21,67.0,,
03033,quarterly_kline,24,2020-09-30,2026-06-30,24.0,24.0,周期完整度 24/24
03033,quarterly_moneyflow,22,2021-06-30,2026-08-21,22.0,,
03033,weekly_kline,313,2020-08-28,2026-08-21,313.0,313.0,周期完整度 313/313
03033,weekly_moneyflow,279,2021-04-23,2026-08-21,279.0,,
03800,daily_kline,3949,2010-01-04,2026-08-27,3949.0,4097.0,周期完整度 3949/4097
03800,daily_moneyflow,1218,2021-02-03,2026-08-27,1218.0,,
03800,institutional_holdings,75,,,,,
03800,monthly_kline,192,2010-01-31,2026-07-31,192.0,199.0,周期完整度 192/199
03800,monthly_moneyflow,62,2021-02-01,2026-08-21,62.0,,
03800,quarterly_kline,64,2010-03-31,2026-06-30,64.0,66.0,周期完整度 64/66
03800,quarterly_moneyflow,21,2021-03-31,2026-08-21,21.0,,
03800,weekly_kline,838,2010-01-08,2026-08-21,838.0,868.0,周期完整度 838/868
03800,weekly_moneyflow,259,2021-02-05,2026-08-21,259.0,,
06060,daily_kline,2191,2017-09-28,2026-08-27,2191.0,2191.0,周期完整度 2191/2191
06060,daily_moneyflow,1361,2021-02-03,2026-08-27,1361.0,,
06060,institutional_holdings,36,,,,,
06060,monthly_kline,107,2017-09-30,2026-07-31,107.0,107.0,周期完整度 107/107
06060,monthly_moneyflow,69,2021-02-01,2026-08-21,69.0,,
06060,quarterly_kline,36,2017-09-30,2026-06-30,36.0,36.0,周期完整度 36/36
06060,quarterly_moneyflow,23,2021-03-31,2026-08-21,23.0,,
06060,weekly_kline,465,2017-09-29,2026-08-21,465.0,465.0,周期完整度 465/465
06060,weekly_moneyflow,289,2021-02-05,2026-08-21,289.0,,
IDX,idx_hist,2866,2015-01-02,2026-08-27,,,
