stock_code,stock_name,week_end,w_volume_ratio,w_volume_breakout,w_volume_shrink,w_turnover_deviation,w_turnover_spike,w_vwap_deviation,w_ma_slope,w_breakout,w_breakdown,tactical_signal,data_quality
00371,北控水务,2010-01-08,,0,0,,0,-0.7754061639985387,,0,0,Consolidation,C
00371,北控水务,2010-01-15,,0,0,,0,-0.7680429138610353,,0,0,Consolidation,C
00371,北控水务,2010-01-22,,0,0,,0,-0.7747830965264113,减速,0,0,Consolidation,C
00371,北控水务,2010-01-29,,0,0,,0,-0.8281409924375973,减速,0,0,Consolidation,C
00371,北控水务,2010-02-05,,0,0,,0,-0.805218143099295,加速,0,0,Consolidation,C
00371,北控水务,2010-02-12,,0,0,,0,-0.7873808437222396,加速,0,0,Consolidation,C
00371,北控水务,2010-02-19,,0,0,,0,-0.8233511256696048,减速,0,0,Consolidation,C
00371,北控水务,2010-02-26,,0,0,-0.7866666666666666,0,-0.7917356121337304,加速,0,0,Consolidation,C
00371,北控水务,2010-03-05,,0,0,-0.12363238512035013,0,-0.7699884246450375,加速,0,0,Consolidation,C
00371,北控水务,2010-03-12,0.7213606795054437,0,0,-0.28861788617886175,0,-0.7947269909129289,减速,0,0,Consolidation,C
00371,北控水务,2010-03-19,0.7400702505446017,0,0,-0.279202279202279,0,-0.7756007989248535,加速,0,0,Consolidation,C
00371,北控水务,2010-03-26,1.1550812725734425,0,0,0.15364806866952807,0,-0.7317633170540331,加速,0,0,Consolidation,C
00371,北控水务,2010-04-02,1.1966094720996143,0,0,0.17720530835284953,0,-0.6973948703721455,加速,0,0,Consolidation,C
00371,北控水务,2010-04-09,0.5185960767417549,0,0,-0.43578387953941544,0,-0.7346585049272385,减速,0,0,Consolidation,C
00371,北控水务,2010-04-16,0.6122990728312637,0,0,-0.28697355533790403,0,-0.7646673721194001,减速,0,0,Pullback,C
00371,北控水务,2010-04-23,1.1145872266555503,0,0,0.3884816753926701,0,-0.6368025805190269,加速,0,0,Consolidation,C
00371,北控水务,2010-04-30,0.674840110032031,0,0,-0.10090702947845787,0,-0.6792189302878127,减速,0,0,Consolidation,C
00371,北控水务,2010-05-07,0.7926286874147221,0,0,0.026696329254727313,0,-0.7892847129519975,减速,0,0,Consolidation,C
00371,北控水务,2010-05-14,0.6699116048582272,0,0,-0.15154867256637183,0,-0.7318449684506341,加速,0,0,Pullback,C
00371,北控水务,2010-05-21,1.1393173085298736,0,0,0.3439099283520981,0,-0.8365999505583357,减速,0,0,Consolidation,C
00371,北控水务,2010-05-28,1.4439761748091404,0,0,0.46189591078066883,0,-0.7681452236788703,加速,0,0,Consolidation,C
00371,北控水务,2010-06-04,1.5238809552514467,0,0,0.46133093525179847,0,-0.7643990878790928,加速,0,0,Consolidation,C
00371,北控水务,2010-06-11,0.6691373526485948,0,0,-0.39341262580054903,0,-0.7994223647847312,减速,0,0,Consolidation,C
00371,北控水务,2010-06-18,0.49220117974392963,0,1,-0.5703493862134089,0,-0.8188701776168453,减速,0,0,Consolidation,C
00371,北控水务,2010-06-25,1.3104203783621293,0,0,0.20785440613026807,0,-0.826051376230005,加速,0,0,Consolidation,C
00371,北控水务,2010-07-02,0.7324699448368701,0,0,-0.285132382892057,0,-0.8900541808688728,减速,0,0,Consolidation,C
00371,北控水务,2010-07-09,1.0704013850063139,0,0,0.05024630541871922,0,-0.8648729136830271,加速,0,0,Consolidation,C
00371,北控水务,2010-07-16,0.9325962689040941,0,0,-0.05705996131528046,0,-0.9114378002003558,减速,0,0,Consolidation,C
00371,北控水务,2010-07-23,0.9677670427810919,0,0,-0.007928642220019877,0,-0.9010306684460969,加速,0,0,Consolidation,C
00371,北控水务,2010-07-30,1.2117554175753744,0,0,0.21797323135755242,0,-0.813489125119298,加速,0,0,Consolidation,C
00371,北控水务,2010-08-06,2.3503043775226504,1,0,1.1759180187873612,1,-0.8377580546406602,减速,0,0,Consolidation,C
00371,北控水务,2010-08-13,0.8383502311780282,0,0,-0.24047417442845054,0,-0.8304679663385612,平稳,0,0,Consolidation,C
00371,北控水务,2010-08-20,0.8828492274221763,0,0,-0.2834645669291339,0,-0.8441054445407031,减速,0,0,Consolidation,C
00371,北控水务,2010-08-27,0.8359911134063945,0,0,-0.32467532467532456,0,-0.8005588455308698,加速,0,0,Consolidation,C
00371,北控水务,2010-09-03,1.6969699734044608,0,0,0.4538676607642125,0,-0.8398997145148585,减速,0,0,Consolidation,C
00371,北控水务,2010-09-10,0.5471125515119548,0,0,-0.5457979225684608,0,-0.839321771302062,加速,0,0,Consolidation,C
00371,北控水务,2010-09-17,0.7624129077445614,0,0,-0.37174721189591076,0,-0.8315071395370689,加速,0,0,Consolidation,C
00371,北控水务,2010-09-24,1.0222094551505325,0,0,-0.13250714966634902,0,-0.8129407291446501,加速,0,0,Consolidation,C
00371,北控水务,2010-10-01,0.7670800012005172,0,0,-0.3425572519083969,0,-0.7927489128799547,加速,0,0,Consolidation,C
00371,北控水务,2010-10-08,1.1896543289057504,0,0,0.028598665395614953,0,-0.8242809931970229,减速,0,0,Consolidation,C
00371,北控水务,2010-10-15,2.710331787206031,1,0,1.2329931972789114,1,-0.7253179721637633,加速,0,0,Consolidation,C
00371,北控水务,2010-10-22,1.3853080885053861,0,0,0.11397670549084848,0,-0.7614197609717336,减速,0,0,Consolidation,C
00371,北控水务,2010-10-29,0.9664017255815536,0,0,-0.18336162988115445,0,-0.7722716881728229,减速,0,0,Consolidation,C
00371,北控水务,2010-11-05,1.3349153723365144,0,0,0.2773186409550046,0,-0.7953939042925725,减速,0,0,Pullback,C
00371,北控水务,2010-11-12,3.0872154003555536,1,0,1.792147806004619,1,-0.7747170583796266,加速,0,0,Consolidation,C
00371,北控水务,2010-11-19,0.8351568929665993,0,0,-0.2376237623762376,0,-0.7827262536214037,减速,0,0,Pullback,C
00371,北控水务,2010-11-26,0.8960497144152637,0,0,-0.19477611940298512,0,-0.7818172587303961,平稳,0,0,Pullback,C
00371,北控水务,2010-12-03,1.8249640306011357,1,0,0.6714285714285715,0,-0.7817999470898159,加速,0,0,Consolidation,C
00371,北控水务,2010-12-10,1.3826692587348208,0,0,0.23439575033200533,0,-0.773864920011381,加速,0,0,Consolidation,C
00371,北控水务,2010-12-17,1.3570075242205482,0,0,0.17886178861788626,0,-0.7385854713406124,加速,0,0,Consolidation,C
00371,北控水务,2010-12-24,1.8520328244590605,1,0,0.517042172154824,0,-0.6824834266780866,加速,0,0,Consolidation,C
00371,北控水务,2010-12-31,0.8373182109754114,0,0,-0.3242937853107346,0,-0.7205142269250668,减速,0,0,Consolidation,C
00371,北控水务,2011-01-07,2.2155804465146116,1,0,0.7820971867007673,0,-0.6810325377402903,加速,0,0,Consolidation,C
00371,北控水务,2011-01-14,1.5271003972794,0,0,0.3013347022587267,0,-0.6566980327916973,平稳,0,0,Consolidation,C
00371,北控水务,2011-01-21,1.2237287440122386,0,0,0.03740648379052369,0,-0.676169195610439,减速,0,0,Consolidation,C
00371,北控水务,2011-01-28,0.6935645878223151,0,0,-0.40879881364310433,0,-0.6903793470826298,减速,0,0,Pullback,C
00371,北控水务,2011-02-04,0.525665265293517,0,0,-0.5354806240563664,0,-0.6791629232346882,加速,0,0,Consolidation,C
00371,北控水务,2011-02-11,1.2461725080421069,0,0,0.1956406166932485,0,-0.6211515387046416,加速,0,0,Consolidation,C
00371,北控水务,2011-02-18,0.9782016619527719,0,0,-0.06378600823045255,0,-0.6836745153868187,减速,0,0,Consolidation,C
00371,北控水务,2011-02-25,0.5963634337935897,0,0,-0.42578325629173075,0,-0.6928074675754611,减速,0,0,Consolidation,C
00371,北控水务,2011-03-04,0.5599575162576457,0,0,-0.4571583514099784,0,-0.6862099231721117,加速,0,0,Consolidation,C
00371,北控水务,2011-03-11,0.5887687586241144,0,0,-0.4230337078651685,0,-0.691850472148865,减速,0,0,Consolidation,C
00371,北控水务,2011-03-18,0.8612443117928918,0,0,-0.10421412300683386,0,-0.7636766832480388,减速,0,0,Consolidation,C
00371,北控水务,2011-03-25,0.6956443938605503,0,0,-0.24363636363636365,0,-0.7600375817930429,加速,0,0,Consolidation,C
00371,北控水务,2011-04-01,1.3042643117946,0,0,0.299248989023686,0,-0.721367031399188,加速,0,0,Consolidation,C
00371,北控水务,2011-04-08,0.8468441248972924,0,0,-0.06024096385542166,0,-0.7449974323662019,减速,0,0,Consolidation,C
00371,北控水务,2011-04-15,1.35481484464288,0,0,0.5639719923615532,0,-0.7919235354751561,减速,0,0,Consolidation,C
00371,北控水务,2011-04-22,0.7135303462250943,0,0,-0.1637931034482758,0,-0.7436918324710715,加速,0,0,Consolidation,C
00371,北控水务,2011-04-29,1.1223701738132177,0,0,0.26768642447418745,0,-0.7798459129572581,减速,0,0,Consolidation,C
00371,北控水务,2011-05-06,0.33314820072803014,0,1,-0.62905317769131,0,-0.7673832262265741,加速,0,0,Consolidation,C
00371,北控水务,2011-05-13,0.4156173115328143,0,1,-0.5242786769880365,0,-0.789719522639414,减速,0,0,Consolidation,C
00371,北控水务,2011-05-20,0.5500503992675914,0,0,-0.3446997776130465,0,-0.8288778926014861,减速,0,0,Consolidation,C
00371,北控水务,2011-05-27,0.860856642594777,0,0,-0.06392358559882438,0,-0.8045137477479719,加速,0,0,Consolidation,C
00371,北控水务,2011-06-03,0.4064239981250248,0,1,-0.5787490580256216,0,-0.8063089997383648,加速,0,0,Consolidation,C
00371,北控水务,2011-06-10,0.6870372325370581,0,0,-0.31890660592255127,0,-0.829907100027341,减速,0,0,Consolidation,C
00371,北控水务,2011-06-17,1.2033196411285811,0,0,0.2212121212121212,0,-0.9710568867822748,减速,0,1,Breakdown,C
00371,北控水务,2011-06-24,1.1266847941189548,0,0,0.1518987341772151,0,-0.9199652127091196,加速,0,0,Consolidation,C
00371,北控水务,2011-07-01,0.9090213939447891,0,0,-0.04275534441805218,0,-0.8807481883962136,加速,0,0,Consolidation,C
00371,北控水务,2011-07-08,0.890676232812299,0,0,-0.07518189167340339,0,-0.8185421565394992,加速,0,0,Consolidation,C
00371,北控水务,2011-07-15,0.6957372295834339,0,0,-0.19695613249776178,0,-0.8406533623468808,减速,0,0,Consolidation,C
00371,北控水务,2011-07-22,0.5626017531232492,0,0,-0.33488372093023266,0,-0.8643508228310086,减速,0,0,Consolidation,C
00371,北控水务,2011-07-29,0.28833157634049117,0,1,-0.6301369863013698,0,-0.8997406872703729,减速,0,0,Consolidation,C
00371,北控水务,2011-08-05,0.8122800635736966,0,0,-0.005102040816326703,0,-0.98996346404961,减速,0,0,Consolidation,C
00371,北控水务,2011-08-12,1.4415829741116577,0,0,0.6723004694835679,0,-1.0436865781134985,加速,0,0,Consolidation,C
00371,北控水务,2011-08-19,0.31003741285289654,0,1,-0.6572265625,0,-1.042881468283039,减速,0,0,Consolidation,C
00371,北控水务,2011-08-26,0.5654668034671396,0,0,-0.3720452209660844,0,-0.9621418489176882,加速,0,0,Consolidation,C
00371,北控水务,2011-09-02,0.6486469293984458,0,0,-0.34933605720122585,0,-0.9749484708238245,减速,0,0,Consolidation,C
00371,北控水务,2011-09-09,0.32634578381637663,0,1,-0.6659528907922913,0,-0.9946549173874708,减速,0,0,Consolidation,C
00371,北控水务,2011-09-16,0.4538425200288147,0,1,-0.5357142857142857,0,-1.0503308112333043,加速,0,0,Consolidation,C
00371,北控水务,2011-09-23,1.2005285625814277,0,0,0.31296758104738176,0,-1.37562370765444,加速,0,1,Breakdown,C
00371,北控水务,2011-09-30,0.862475716034883,0,0,-0.0013020833333332593,0,-1.3372362760826215,减速,0,0,Consolidation,C
00371,北控水务,2011-10-07,0.8513074264098902,0,0,0.021680216802167918,0,-1.2149832322259693,减速,0,0,Consolidation,C
00371,北控水务,2011-10-14,1.486960079914118,0,0,0.7198443579766538,0,-1.2472292087567565,加速,0,0,Consolidation,C
00371,北控水务,2011-10-21,1.2959098315992748,0,0,0.4801980198019802,0,-1.0666341057369406,减速,0,0,Consolidation,C
00371,北控水务,2011-10-28,1.160592585030065,0,0,0.23522595596755536,0,-0.9364274819182938,加速,0,0,Consolidation,C
00371,北控水务,2011-11-04,0.6812535296052228,0,0,-0.2682634730538921,0,-0.9436459612826275,减速,0,0,Consolidation,C
00371,北控水务,2011-11-11,1.3196423215707915,0,0,0.440764331210191,0,-0.9340175400688122,减速,0,0,Consolidation,C
00371,北控水务,2011-11-18,0.45879544794269533,0,1,-0.5209656925031766,0,-0.9366268794891869,减速,0,0,Consolidation,C
00371,北控水务,2011-11-25,0.45824493574000896,0,1,-0.5423728813559321,0,-0.9454727066960797,减速,0,0,Consolidation,C
00371,北控水务,2011-12-02,1.2040224126196148,0,0,0.1698352344740175,0,-0.8104407790111489,加速,0,0,Consolidation,C
00371,北控水务,2011-12-09,0.5090385446589235,0,0,-0.509433962264151,0,-0.8612153959358769,减速,0,0,Consolidation,C
00371,北控水务,2011-12-16,1.0428969811212012,0,0,-0.010869565217391353,0,-0.9020571437913727,减速,0,0,Pullback,C
00371,北控水务,2011-12-23,0.5142437469114369,0,0,-0.49806949806949796,0,-0.8850267475691234,加速,0,0,Consolidation,C
00371,北控水务,2011-12-30,0.3486854912000009,0,1,-0.6820652173913043,0,-0.8903976507225722,减速,0,0,Consolidation,C
