stock_code,trade_date,daily_state,d_breakout,d_distribution,d_pullback,d_accumulation,d_decline,d_trend_score,d_vol_ratio,d_near_high,d_inst_flow,d_flow_z,d_flow_slope,stock_name,data_quality
00700,2010-01-04,DAILY_NEUTRAL,0,0,0,0,0,0.0,,,,,,腾讯控股,B
00700,2010-01-05,DAILY_NEUTRAL,0,0,0,0,0,0.0,,,,,,腾讯控股,B
00700,2010-01-06,DAILY_NEUTRAL,0,0,0,0,0,0.0,,,,,,腾讯控股,B
00700,2010-01-07,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.421055877378222,,,,,腾讯控股,B
00700,2010-01-08,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.9195379147119269,,,,,腾讯控股,B
00700,2010-01-11,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.8313448392234158,,,,,腾讯控股,B
00700,2010-01-12,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.693458780946039,,,,,腾讯控股,B
00700,2010-01-13,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.4593991211416146,,,,,腾讯控股,B
00700,2010-01-14,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.8460264189102739,,,,,腾讯控股,B
00700,2010-01-15,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.9916941112136185,,,,,腾讯控股,B
00700,2010-01-18,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,1.3449796538853283,0.8609271523178808,,,,腾讯控股,B
00700,2010-01-19,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,2.689760020294312,0.6887417218543046,,,,腾讯控股,B
00700,2010-01-20,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.3873087981993553,0.5706401766004414,,,,腾讯控股,B
00700,2010-01-21,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.666256966759957,0.522075055187638,,,,腾讯控股,B
00700,2010-01-22,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.6437185319171992,0.47130242825607055,,,,腾讯控股,B
00700,2010-01-25,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.8396177414356305,0.4448123620309051,,,,腾讯控股,B
00700,2010-01-26,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.7454416222586201,0.3200883002207505,,,,腾讯控股,B
00700,2010-01-27,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.0027947251991305,0.28587196467991166,,,,腾讯控股,B
00700,2010-01-28,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.9781383277408545,0.3896247240618101,,,,腾讯控股,B
00700,2010-01-29,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.6593018714769365,0.36313465783664456,,,,腾讯控股,B
00700,2010-02-01,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.8938597672557823,0.2770419426048565,,,,腾讯控股,B
00700,2010-02-02,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.7478814210123931,0.2958057395143488,,,,腾讯控股,B
00700,2010-02-03,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.1734986857031113,0.4690949227373068,,,,腾讯控股,B
00700,2010-02-04,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.46816719831503695,0.3852097130242826,,,,腾讯控股,B
00700,2010-02-05,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.6029403482763862,0.22406181015452536,,,,腾讯控股,B
00700,2010-02-08,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.8829977773349276,0.21081677704194257,,,,腾讯控股,B
00700,2010-02-09,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.9312353134443174,0.15562913907284767,,,,腾讯控股,B
00700,2010-02-10,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.8199607715771623,0.23289183222958054,,,,腾讯控股,B
00700,2010-02-11,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.1606716321440982,0.358719646799117,,,,腾讯控股,B
00700,2010-02-12,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.8293821588423023,0.42384105960264895,,,,腾讯控股,B
00700,2010-02-17,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.7373432520505834,0.502267573696145,,,,腾讯控股,B
00700,2010-02-18,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.4317056128858702,0.536813922356091,,,,腾讯控股,B
00700,2010-02-19,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.6421289740723461,0.46776859504132234,,,,腾讯控股,B
00700,2010-02-22,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.887732482249186,0.6789297658862875,,,,腾讯控股,B
00700,2010-02-23,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.9447878702664306,0.8939999999999999,,,,腾讯控股,B
00700,2010-02-24,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.8026190339527458,0.834,,,,腾讯控股,B
00700,2010-02-25,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.7765698573880822,0.8119999999999999,,,,腾讯控股,B
00700,2010-02-26,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.7790336630190016,0.916,,,,腾讯控股,B
00700,2010-03-01,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.9976433125188672,1.018,,,,腾讯控股,B
00700,2010-03-02,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.4710133229566278,1.106090373280943,,,,腾讯控股,B
00700,2010-03-03,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.8097450120501322,1.0156794425087108,,,,腾讯控股,B
00700,2010-03-04,DAILY_PULLBACK,0,0,1,0,0,100.0,1.2145586020134076,0.8109028960817717,,,,腾讯控股,B
00700,2010-03-05,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.5386652165657244,0.9710391822827938,,,,腾讯控股,B
00700,2010-03-08,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.1384485573748366,1.049403747870528,,,,腾讯控股,B
00700,2010-03-09,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.6415601567342173,0.9475357710651828,,,,腾讯控股,B
00700,2010-03-10,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.188608727555531,1.0588235294117647,,,,腾讯控股,B
00700,2010-03-11,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.7424924348109597,0.9734904270986746,,,,腾讯控股,B
00700,2010-03-12,DAILY_PULLBACK,0,0,1,0,0,100.0,0.7730848024765546,0.91899852724595,,,,腾讯控股,B
00700,2010-03-15,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.2880010124690222,1.089837997054492,,,,腾讯控股,B
00700,2010-03-16,DAILY_NEUTRAL,0,0,0,0,0,100.0,2.2373954453628024,0.9464524765729586,,,,腾讯控股,B
00700,2010-03-17,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.2960480640478416,0.9491298527443106,,,,腾讯控股,B
00700,2010-03-18,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,2.5312596224810178,0.7222963951935915,,,,腾讯控股,B
00700,2010-03-19,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,2.1515704462732046,0.7049399198931909,,,,腾讯控股,B
00700,2010-03-22,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.46269825628819516,0.6995994659546062,,,,腾讯控股,B
00700,2010-03-23,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.4475637672745112,0.7583444592790387,,,,腾讯控股,B
00700,2010-03-24,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.6172828152349428,0.7610146862483311,,,,腾讯控股,B
00700,2010-03-25,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.5435514148322473,0.7516688918558077,,,,腾讯控股,B
00700,2010-03-26,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.6162051333740941,0.7570093457943925,,,,腾讯控股,B
00700,2010-03-29,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.6268311042106521,0.7903871829105473,,,,腾讯控股,B
00700,2010-03-30,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.1233028479029008,0.7423230974632843,,,,腾讯控股,B
00700,2010-03-31,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.759934873736888,0.6995994659546062,,,,腾讯控股,B
00700,2010-04-01,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.3874105302038393,0.658210947930574,,,,腾讯控股,B
00700,2010-04-07,DAILY_NEUTRAL,0,0,0,0,0,0.0,2.4046573939895457,0.7049399198931909,,,,腾讯控股,B
00700,2010-04-08,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.7778291705714946,0.7489986648865153,,,,腾讯控股,B
00700,2010-04-09,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.2347102183983156,0.8371161548731642,,,,腾讯控股,B
00700,2010-04-12,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.9988014356384151,0.8424566088117489,,,,腾讯控股,B
00700,2010-04-13,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.8194715012096928,0.82109479305741,,,,腾讯控股,B
00700,2010-04-14,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.364783369765727,0.8251001335113484,,,,腾讯控股,B
00700,2010-04-15,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,0.5271108146788936,0.7890520694259012,,,,腾讯控股,B
00700,2010-04-16,DAILY_PULLBACK,0,0,1,0,0,66.66666666666666,0.7066334174926764,0.7663551401869159,,,,腾讯控股,B
00700,2010-04-19,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,1.0216970274628794,0.6955941255006676,,,,腾讯控股,B
00700,2010-04-20,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.9245982156943411,0.7795389048991355,,,,腾讯控股,B
00700,2010-04-21,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.3549170538144806,0.7925072046109509,,,,腾讯控股,B
00700,2010-04-22,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.9011206196707469,0.8112391930835734,,,,腾讯控股,B
00700,2010-04-23,DAILY_PULLBACK,0,0,1,0,0,66.66666666666666,1.902506547201313,0.9178674351585014,,,,腾讯控股,B
00700,2010-04-26,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.0735538411127303,0.9841498559077809,,,,腾讯控股,B
00700,2010-04-27,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.6776785895056079,0.8748221906116643,,,,腾讯控股,B
00700,2010-04-28,DAILY_PULLBACK,0,0,1,0,0,100.0,0.7376752977323725,0.8321479374110953,,,,腾讯控股,B
00700,2010-04-29,DAILY_PULLBACK,0,0,1,0,0,100.0,0.7220656269964424,0.856330014224751,,,,腾讯控股,B
00700,2010-04-30,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.9945745926314072,0.9445234708392602,,,,腾讯控股,B
00700,2010-05-03,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.2451885010406714,0.9715504978662873,,,,腾讯控股,B
00700,2010-05-04,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.3595583513730025,0.997163120567376,,,,腾讯控股,B
00700,2010-05-05,DAILY_PULLBACK,0,0,1,0,0,100.0,1.1816913168742136,0.8528198074277855,,,,腾讯控股,B
00700,2010-05-06,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,1.6798267284862405,0.7138927097661624,,,,腾讯控股,B
00700,2010-05-07,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.6505022475615228,0.6354883081155434,,,,腾讯控股,B
00700,2010-05-10,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.6423135562343317,0.6905089408528198,,,,腾讯控股,B
00700,2010-05-11,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.1649061628383486,0.6905089408528198,,,,腾讯控股,B
00700,2010-05-12,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.393020984918013,0.6176066024759286,,,,腾讯控股,B
00700,2010-05-13,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.5865386457276505,0.8101788170563962,,,,腾讯控股,B
00700,2010-05-14,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.0759839248236511,0.8734525447042641,,,,腾讯控股,B
00700,2010-05-17,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.190662087837416,0.6905089408528198,,,,腾讯控股,B
00700,2010-05-18,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.5289910478895096,0.7083906464924348,,,,腾讯控股,B
00700,2010-05-19,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.519703603760938,0.624484181568088,,,,腾讯控股,B
00700,2010-05-20,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.9427282807073211,0.5639614855570839,,,,腾讯控股,B
00700,2010-05-24,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.0174141410975002,0.5281980742778543,,,,腾讯控股,B
00700,2010-05-25,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.1492142022298906,0.39202200825309497,,,,腾讯控股,B
00700,2010-05-26,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.4410618939038085,0.5488308115543329,,,,腾讯控股,B
00700,2010-05-27,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.7975583880093592,0.5997248968363137,,,,腾讯控股,B
00700,2010-05-28,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.7490508531653028,0.5887207702888584,,,,腾讯控股,B
00700,2010-05-31,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.41496730703721696,0.5887207702888584,,,,腾讯控股,B
00700,2010-06-01,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.5477591589814945,0.5735900962861074,,,,腾讯控股,B
00700,2010-06-02,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.7162379664401205,0.6299862448418158,,,,腾讯控股,B
00700,2010-06-03,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.0296960980797523,0.6856287425149701,,,,腾讯控股,B
00700,2010-06-04,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.9093965963881354,0.6601796407185629,,,,腾讯控股,B
00700,2010-06-07,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.2984834694442244,0.5508982035928144,,,,腾讯控股,B
00700,2010-06-08,DAILY_NEUTRAL,0,0,0,0,0,0.0,3.0170991881552225,0.4625748502994012,,,,腾讯控股,B
00700,2010-06-09,DAILY_NEUTRAL,0,0,0,0,0,0.0,3.8188948157590286,0.2874251497005988,,,,腾讯控股,B
00700,2010-06-10,DAILY_NEUTRAL,0,0,0,0,0,0.0,3.2093079480147964,0.011976047904191617,,,,腾讯控股,B
00700,2010-06-11,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.0804106156216637,0.1631736526946108,,,,腾讯控股,B
00700,2010-06-14,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.4956493617111246,0.12574850299401197,,,,腾讯控股,B
00700,2010-06-15,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.7181928122292438,0.013468013468013467,,,,腾讯控股,B
00700,2010-06-17,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.8385255738116112,-0.06766917293233082,,,,腾讯控股,B
00700,2010-06-18,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.6010091283612347,0.09881422924901187,,,,腾讯控股,B
00700,2010-06-21,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.6600252540305565,0.19517102615694165,,,,腾讯控股,B
00700,2010-06-22,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.9262393444422156,-0.03621730382293763,,,,腾讯控股,B
00700,2010-06-23,DAILY_NEUTRAL,0,0,0,0,0,0.0,1.3849122206504194,-0.07645875251509054,,,,腾讯控股,B
00700,2010-06-24,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.42538665734115194,-0.024144869215291753,,,,腾讯控股,B
00700,2010-06-25,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.3982182100453073,0.1006036217303823,,,,腾讯控股,B
00700,2010-06-28,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.4317855671203364,0.12072434607645875,,,,腾讯控股,B
00700,2010-06-29,DAILY_NEUTRAL,0,0,0,0,0,0.0,0.5769118231244501,0.03420523138832998,,,,腾讯控股,B
00700,2010-06-30,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.6128034226602105,0.130784708249497,,,,腾讯控股,B
00700,2010-07-02,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,1.0008247786024596,0.09859154929577466,,,,腾讯控股,B
00700,2010-07-05,DAILY_NEUTRAL,0,0,0,0,0,33.33333333333333,0.5598104993987897,0.1267605633802817,,,,腾讯控股,B
00700,2010-07-06,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,1.2329848900426272,0.28370221327967804,,,,腾讯控股,B
00700,2010-07-07,DAILY_NEUTRAL,0,0,0,0,0,66.66666666666666,1.387726626421476,0.4394736842105263,,,,腾讯控股,B
00700,2010-07-08,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.8415784963410367,0.5247252747252746,,,,腾讯控股,B
00700,2010-07-09,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.8534818757661784,0.723127035830619,,,,腾讯控股,B
00700,2010-07-12,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.4274490914419077,0.9437229437229437,,,,腾讯控股,B
00700,2010-07-13,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.5737662723444741,1.0086580086580086,,,,腾讯控股,B
00700,2010-07-14,DAILY_PULLBACK,0,0,1,0,0,100.0,0.9130335233788217,0.8791666666666667,,,,腾讯控股,B
00700,2010-07-15,DAILY_PULLBACK,0,0,1,0,0,100.0,1.1804737198478625,0.6293436293436293,,,,腾讯控股,B
00700,2010-07-16,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.9028347559303963,0.8146718146718147,,,,腾讯控股,B
00700,2010-07-19,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.9971427311788971,0.8996138996138997,,,,腾讯控股,B
00700,2010-07-20,DAILY_PULLBACK,0,0,1,0,0,66.66666666666666,0.7062276123845406,0.7567567567567568,,,,腾讯控股,B
00700,2010-07-21,DAILY_PULLBACK,0,0,1,0,0,66.66666666666666,0.9299085556183992,0.8339768339768341,,,,腾讯控股,B
00700,2010-07-22,DAILY_PULLBACK,0,0,1,0,0,66.66666666666666,1.1091677008052732,0.7220077220077221,,,,腾讯控股,B
00700,2010-07-23,DAILY_PULLBACK,0,0,1,0,0,66.66666666666666,1.5660915056640266,0.7837837837837838,,,,腾讯控股,B
00700,2010-07-26,DAILY_PULLBACK,0,0,1,0,0,66.66666666666666,1.4106967178767862,0.8069498069498069,,,,腾讯控股,B
00700,2010-07-27,DAILY_NEUTRAL,0,0,0,0,0,100.0,2.2708414844211235,1.142857142857143,,,,腾讯控股,B
00700,2010-07-28,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.6164434609725564,1.1320754716981132,,,,腾讯控股,B
00700,2010-07-29,DAILY_NEUTRAL,0,0,0,0,0,100.0,1.0529315528710592,1.0580474934036939,,,,腾讯控股,B
00700,2010-07-30,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.8861920233833652,1.0096385542168675,,,,腾讯控股,B
00700,2010-08-02,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.4895054673539306,1.0393518518518519,,,,腾讯控股,B
00700,2010-08-03,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.7258671692453306,0.9405520169851379,,,,腾讯控股,B
00700,2010-08-04,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.602644497371233,1.0125000000000002,,,,腾讯控股,B
00700,2010-08-05,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.44166513276795927,0.9656565656565657,,,,腾讯控股,B
00700,2010-08-06,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.6074752188362404,0.9616161616161616,,,,腾讯控股,B
00700,2010-08-09,DAILY_NEUTRAL,0,0,0,0,0,100.0,0.6626560182210481,0.9959595959595958,,,,腾讯控股,B
